--- Manifest dan Laporan Verifikasi untuk Set: train ---

# Ringkasan
  - Jumlah gambar: 3848
  - Jumlah baris transkripsi: 3848
  - Status: Cocok. Setiap gambar memiliki transkripsi.

# Daftar File Manifest (gambar | transkripsi)
images/0969_NL-HaNA_1.04.02_3251_0693-groot_r3l3.jpg | Alvorens wij tot de Generale be,,
images/0970_NL-HaNA_1.04.02_3251_0693-groot_r3l4.jpg | schrijving van de zaken dese Cust
images/0971_NL-HaNA_1.04.02_3251_0693-groot_r3l5.jpg | betreffende overgaan hebben wij d'Eere
images/0972_NL-HaNA_1.04.02_3251_0693-groot_r3l6.jpg | uwel Edele Hoog Agtb: naar gewoonte
images/0973_NL-HaNA_1.04.02_3251_0693-groot_r3l7.jpg | te bedeelen dat wij in desen Jare
images/0974_NL-HaNA_1.04.02_3251_0693-groot_r3l8.jpg | 1769 met de direct derw: vertroc,,
images/0975_NL-HaNA_1.04.02_3251_0693-groot_r3l9.jpg | ,,kene scheepen Westerveld en
images/0976_NL-HaNA_1.04.02_3280_0515-groot_line_1643641318576_86.jpg | ,,moet de Chialoup De Catharina Loui,,
images/0977_NL-HaNA_1.04.02_3280_0515-groot_line_1643641592547_94.jpg | ,,sa welke door de Ministers den 20=e
images/0978_NL-HaNA_1.04.02_3280_0515-groot_line_1643709292607_78.jpg | Sumatras
images/0979_NL-HaNA_1.04.02_3280_0515-groot_line_1643709396088_90.jpg | de Chialoup
images/0980_NL-HaNA_1.04.02_3280_0515-groot_line_1643709442720_100.jpg | de Catharina Loui,,
images/0981_NL-HaNA_1.04.02_3280_0515-groot_line_1643709483983_108.jpg | ,,sa heeft tweemaal
images/0982_NL-HaNA_1.04.02_3280_0515-groot_line_1643709573680_116.jpg | vergeefs de reijze
images/0983_NL-HaNA_1.04.02_3280_0515-groot_line_1643709615024_124.jpg | na Batavia on,,
images/0984_NL-HaNA_1.04.02_3280_0515-groot_line_1643709637581_132.jpg | dernomen.
images/0985_NL-HaNA_1.04.02_3280_0515-groot_line_1643709838716_140.jpg | nodige gerepareerd zijnde weeder
images/0986_NL-HaNA_1.04.02_3280_0515-groot_line_1643709988409_156.jpg | 1071
images/0987_NL-HaNA_1.04.02_3280_0515-groot_line_1643797425367_393.jpg | West Cust,
images/0988_NL-HaNA_1.04.02_3280_0515-groot_line_1643797584886_417.jpg | daar aan hebben laten dien, invoe,,
images/0989_NL-HaNA_1.04.02_3280_0515-groot_r1l10.jpg | weder de reijze na Padang onder,,
images/0990_NL-HaNA_1.04.02_3280_0515-groot_r1l11.jpg | nomen heeft en
images/0991_NL-HaNA_1.04.02_3280_0515-groot_r1l12.jpg | Een zodanig ongeluk heeft ook ont,,
images/0992_NL-HaNA_1.04.02_3280_0515-groot_r1l19.jpg | maart dezes Jaars herwaards wierd
images/0993_NL-HaNA_1.04.02_3280_0515-groot_r1l20.jpg | gedepecheert ter overbrenging van de
images/0994_NL-HaNA_1.04.02_3280_0515-groot_r1l21.jpg | markeerde papieren, benevens
images/0995_NL-HaNA_1.04.02_3280_0515-groot_r1l22.jpg | 165 95/192 marken goud, en 26700. ℔. Peper
images/0996_NL-HaNA_1.04.02_3280_0515-groot_r1l23.jpg | te
images/0997_NL-HaNA_1.04.02_3280_0515-groot_r1l5.jpg | zee gekosen en behouden alhier
images/0998_NL-HaNA_1.04.02_3280_0515-groot_r1l6.jpg | gearriveerd is, terwijl wij ten spoedig,,
images/0999_NL-HaNA_1.04.02_3280_0515-groot_r1l7.jpg | ste de vereijschte verhelpingen
images/1000_NL-HaNA_1.04.02_3280_0515-groot_r1l9.jpg | ,, gen gemelde Chialoup den 30 april
images/1001_NL-HaNA_1.04.02_3311_0743-groot_line_1643710401573_185.jpg | 1525
images/1002_NL-HaNA_1.04.02_3311_0743-groot_line_1643710480550_196.jpg | ,,teerde brief in de Resolutie der Ministers
images/1003_NL-HaNA_1.04.02_3311_0743-groot_line_1643711925372_269.jpg | Bengale bestaat en hoedanig het zelve zig toege,,
images/1004_NL-HaNA_1.04.02_3311_0743-groot_line_1643713744496_315.jpg | de questie over de
images/1005_NL-HaNA_1.04.02_3311_0743-groot_line_1643713822448_326.jpg | rats de sening is zon
images/1006_NL-HaNA_1.04.02_3311_0743-groot_line_1643713844855_334.jpg | der gevolg
images/1007_NL-HaNA_1.04.02_3311_0743-groot_line_1644231840472_324.jpg | dat
images/1008_NL-HaNA_1.04.02_3311_0743-groot_line_1679059758370_546.jpg | ,,dragen heeft.
images/1009_NL-HaNA_1.04.02_3311_0743-groot_line_1679059758370_547.jpg | ,,dragen heeft.
images/1010_NL-HaNA_1.04.02_3311_0743-groot_r2l12.jpg | van den 18: december passato schoon wij hen voor,
images/1011_NL-HaNA_1.04.02_3311_0743-groot_r2l14.jpg | ,,gehouden hebben, dat wij daar over met meer grond
images/1012_NL-HaNA_1.04.02_3311_0743-groot_r2l15.jpg | zoude konnen oordeelen bij ontfangst der gemelde
images/1013_NL-HaNA_1.04.02_3311_0743-groot_r2l16.jpg | Resolutie
images/1014_NL-HaNA_1.04.02_3311_0743-groot_r2l17.jpg | Daar en teegen hebben wij niet ongeremarqueert
images/1015_NL-HaNA_1.04.02_3311_0743-groot_r2l18.jpg | konnen passeeren de betuijging der Ministers
images/1016_NL-HaNA_1.04.02_3311_0743-groot_r2l5.jpg | Wij hebben verder met genoegen gezien dat het
images/1017_NL-HaNA_1.04.02_3311_0743-groot_r2l6.jpg | dessein om ons zo het schoon te betwisten de regts
images/1018_NL-HaNA_1.04.02_3311_0743-groot_r2l7.jpg | oeffening overonze Ingezeetenen geen het minste ge,,
images/1019_NL-HaNA_1.04.02_3311_0743-groot_r2l8.jpg | ,,volg heeft gehad, wijl de fans daar daar omtrend
images/1020_NL-HaNA_1.04.02_3311_0743-groot_r2l9.jpg | volkomen te vreeden was gesteld volgens de gemise,,
images/1021_NL-HaNA_1.04.02_3503_1700-groot_line_1643717674638_396.jpg | permitteerd den verkoop zijner meede gebrag,,
images/1022_NL-HaNA_1.04.02_3503_1700-groot_line_1643717692947_402.jpg | §277 Nopens den toegestanen invoer van eeni,,
images/1023_NL-HaNA_1.04.02_3503_1700-groot_line_1643717771924_417.jpg | of vreemden in den
images/1024_NL-HaNA_1.04.02_3503_1700-groot_line_1643717805394_425.jpg | handel deelen
images/1025_NL-HaNA_1.04.02_3503_1700-groot_line_1644246995455_442.jpg | onder tot onderzoek
images/1026_NL-HaNA_1.04.02_3503_1700-groot_line_1679059847143_578.jpg | den vaart en handelder macaurs op deeze
images/1027_NL-HaNA_1.04.02_3503_1700-groot_line_1679059847144_579.jpg | den vaart en handelder macaurs op deeze
images/1028_NL-HaNA_1.04.02_3503_1700-groot_r1l10.jpg | la de Aurora gebruiken wij de vrijhiod
images/1029_NL-HaNA_1.04.02_3503_1700-groot_r1l11.jpg | ons te gedragenaan het slot van §: 429: onser
images/1030_NL-HaNA_1.04.02_3503_1700-groot_r1l12.jpg | eerbiedige van october onder bijvoeging dat
images/1031_NL-HaNA_1.04.02_3503_1700-groot_r1l13.jpg | wij desupper Cargas te Caton in China
images/1032_NL-HaNA_1.04.02_3503_1700-groot_r1l14.jpg | gelast hebben nauwkeurig te onderzoeken
images/1033_NL-HaNA_1.04.02_3503_1700-groot_r1l15.jpg | en ons in gemoede te berigten of ook zom,,
images/1034_NL-HaNA_1.04.02_3503_1700-groot_r1l16.jpg | tijds eenige vreemde Natien participeeren,in
images/1035_NL-HaNA_1.04.02_3503_1700-groot_r1l18.jpg | hoofd
images/1036_NL-HaNA_1.04.02_3503_1700-groot_r1l2.jpg | te goederen bestaande in eenige Chinaschewharen
images/1037_NL-HaNA_1.04.02_3503_1700-groot_r1l6.jpg | ge diergelijke whaaren, en den inkoop van
images/1038_NL-HaNA_1.04.02_3503_1700-groot_r1l7.jpg | eenige andere articulen, aan den capitain
images/1039_NL-HaNA_1.04.02_3503_1700-groot_r1l8.jpg | van het meede van macao hier opgedaag
images/1040_NL-HaNA_1.04.02_3503_1700-groot_r1l9.jpg | de schip Nossa sinhora Da conceeao: Estrel
images/1041_NL-HaNA_1.04.02_3503_1743-groot_line_1643720571286_489.jpg | §: 342 uit het slot der generaale boeken van
images/1042_NL-HaNA_1.04.02_3503_1743-groot_line_1643720798430_529.jpg | Batavia
images/1043_NL-HaNA_1.04.02_3503_1743-groot_line_1643720901888_541.jpg | leen voor den fiscaal te samarang Reijnier
images/1044_NL-HaNA_1.04.02_3503_1743-groot_line_1643721015047_570.jpg | houcque
images/1045_NL-HaNA_1.04.02_3503_1743-groot_line_1643721067361_581.jpg | Houcque tot die quali,,
images/1046_NL-HaNA_1.04.02_3503_1743-groot_line_1643721103147_589.jpg | teid allen
images/1047_NL-HaNA_1.04.02_3503_1743-groot_line_1643721188921_602.jpg | tot de qualiteid
images/1048_NL-HaNA_1.04.02_3503_1743-groot_line_1643721224980_610.jpg | en gage van onder,,
images/1049_NL-HaNA_1.04.02_3503_1743-groot_line_1643721253902_618.jpg | kooplieden Hage
images/1050_NL-HaNA_1.04.02_3503_1743-groot_line_1643721274982_626.jpg | en Klock
images/1051_NL-HaNA_1.04.02_3503_1743-groot_line_1643721317944_635.jpg | slot der genera,,
images/1052_NL-HaNA_1.04.02_3503_1743-groot_line_1643721341547_643.jpg | le boeken
images/1053_NL-HaNA_1.04.02_3503_1743-groot_line_1643721462218_666.jpg | 1750
images/1054_NL-HaNA_1.04.02_3503_1743-groot_r3l11.jpg | van onderkooplieden voor den secretarisvan
images/1055_NL-HaNA_1.04.02_3503_1743-groot_r3l13.jpg | politie op Ambon Lambertus Jans Hage, en
images/1056_NL-HaNA_1.04.02_3503_1743-groot_r3l14.jpg | den Resident van Pontiana Nicolaasklock
images/1057_NL-HaNA_1.04.02_3503_1743-groot_r3l15.jpg | de laaste zoo uit hoofde van die aanstelling
images/1058_NL-HaNA_1.04.02_3503_1743-groot_r3l16.jpg | als uit aanmerking van 't bijzonder genoegen
images/1059_NL-HaNA_1.04.02_3503_1743-groot_r3l17.jpg | dat hij in der verrigting van saken aldaar in
images/1060_NL-HaNA_1.04.02_3503_1743-groot_r3l18.jpg | de eersten aanleg met veel omzigtigheid
images/1061_NL-HaNA_1.04.02_3503_1743-groot_r3l19.jpg | en promtitude heeft gegeeven.
images/1062_NL-HaNA_1.04.02_3503_1743-groot_r3l22.jpg | 177 6/7 of de korte aanwijzing van den staat der
images/1063_NL-HaNA_1.04.02_3503_1743-groot_r3l23.jpg | Comp: onder ulto,, aug: 1777 in het generaalen onse
images/1064_NL-HaNA_1.04.02_3503_1743-groot_r3l7.jpg | §: 341 In zelfdervoegen de qualiteid en gage
images/1065_NL-HaNA_1.04.02_3533_0515-groot_line_1643723783700_737.jpg | 1182 1187
images/1066_NL-HaNA_1.04.02_3533_0515-groot_r2l1.jpg | Bengale
images/1067_NL-HaNA_1.04.02_3533_0515-groot_r2l2.jpg | hoge prijs voorde poeder
images/1068_NL-HaNA_1.04.02_3533_0515-groot_r2l3.jpg | suiker
images/1069_NL-HaNA_1.04.02_3533_0515-groot_r2l4.jpg | reden waarom alles niet konde
images/1070_NL-HaNA_1.04.02_3533_0515-groot_r2l5.jpg | verkogt worden
images/1071_NL-HaNA_1.04.02_3533_0515-groot_r3l10.jpg | 10 ft:s p:r maon van 76. ℔. meerder ge,,
images/1072_NL-HaNA_1.04.02_3533_0515-groot_r3l11.jpg | vendeerd dan bij de consideratie van
images/1073_NL-HaNA_1.04.02_3533_0515-groot_r3l12.jpg | a,,o 1777 daar voor gesteld is ,, en men
images/1074_NL-HaNA_1.04.02_3533_0515-groot_r3l13.jpg | soude meerder behaald hebben, seggen de
images/1075_NL-HaNA_1.04.02_3533_0515-groot_r3l14.jpg | ministers , had men een gantse scheeps
images/1076_NL-HaNA_1.04.02_3533_0515-groot_r3l15.jpg | lading kunnen afleveren. intussen is hun
images/1077_NL-HaNA_1.04.02_3533_0515-groot_r3l16.jpg | vertier maar groot geweest 102659 ℔,
images/1078_NL-HaNA_1.04.02_3533_0515-groot_r3l17.jpg | en het restant bedroeg onder den 15:e
images/1079_NL-HaNA_1.04.02_3533_0515-groot_r3l18.jpg | februarij 1779 nog 405328 ℔, welke niet
images/1080_NL-HaNA_1.04.02_3533_0515-groot_r3l19.jpg | konde verkogt worden om de Extra hoge
images/1081_NL-HaNA_1.04.02_3533_0515-groot_r3l2.jpg | Wij hadden dit een en onder wel anders
images/1082_NL-HaNA_1.04.02_3533_0515-groot_r3l20.jpg | assurantie van 16 à 20 brC: op Engelse
images/1083_NL-HaNA_1.04.02_3533_0515-groot_r3l21.jpg | scheepen
images/1084_NL-HaNA_1.04.02_3533_0515-groot_r3l3.jpg | gewenst , dog daar den handel inBengalen
images/1085_NL-HaNA_1.04.02_3533_0515-groot_r3l4.jpg | door ons niet gedwongen kan worden ,en nu
images/1086_NL-HaNA_1.04.02_3533_0515-groot_r3l5.jpg | Eb dan vloed sijnde , hebben de ministers
images/1087_NL-HaNA_1.04.02_3533_0515-groot_r3l6.jpg | gerecommandeerd van te voldoen aan onse
images/1088_NL-HaNA_1.04.02_3533_0515-groot_r3l7.jpg | verwagting om attent te sijn op de vlaagen
images/1089_NL-HaNA_1.04.02_3533_0515-groot_r3l8.jpg | van voorspoed die hij nu en dan vertonen
images/1090_NL-HaNA_1.04.02_3533_0515-groot_r3l9.jpg | § 67. de poeder suikers beste soort had
images/1091_NL-HaNA_1.04.02_3591_0410-groot_line_1643728495727_786.jpg | de reschriptie is
images/1092_NL-HaNA_1.04.02_3591_0410-groot_line_1643728571530_804.jpg | klein gedeelde vertende
images/1093_NL-HaNA_1.04.02_3591_0410-groot_line_1644231065914_215.jpg | maar naar een
images/1094_NL-HaNA_1.04.02_3591_0410-groot_r1l1.jpg | Brieven e verdere papieren hebben
images/1095_NL-HaNA_1.04.02_3591_0410-groot_r1l11.jpg | gedeelte daer van aen de mins,,
images/1096_NL-HaNA_1.04.02_3591_0410-groot_r1l14.jpg | is bedeeld bestaende en zulke zake
images/1097_NL-HaNA_1.04.02_3591_0410-groot_r1l15.jpg | die wij meende dat absolut ter haren
images/1098_NL-HaNA_1.04.02_3591_0410-groot_r1l16.jpg | kennis diende te komen e welke
images/1099_NL-HaNA_1.04.02_3591_0410-groot_r1l17.jpg | ang gelegendheid gehad hebben
images/1100_NL-HaNA_1.04.02_3591_0410-groot_r1l18.jpg | af te senden gedeeltelijk met het
images/1101_NL-HaNA_1.04.02_3591_0410-groot_r1l19.jpg | onder 1 Deensche pas e vlag waren
images/1102_NL-HaNA_1.04.02_3591_0410-groot_r1l2.jpg | wy op den 18-19 e 29 meij ao 1781
images/1103_NL-HaNA_1.04.02_3591_0410-groot_r1l20.jpg | de schip Frederik Nagor weder
images/1104_NL-HaNA_1.04.02_3591_0410-groot_r1l21.jpg | mede den op zijn versoek kan
images/1105_NL-HaNA_1.04.02_3591_0410-groot_r1l22.jpg | Bengale herw,,s aengelande
images/1106_NL-HaNA_1.04.02_3591_0410-groot_r1l23.jpg | onder coopman Choper Leonard
images/1107_NL-HaNA_1.04.02_3591_0410-groot_r1l24.jpg | Eilbracht
images/1108_NL-HaNA_1.04.02_3591_0410-groot_r1l3.jpg | gebeooigneerd _ De saken van ge,,
images/1109_NL-HaNA_1.04.02_3591_0410-groot_r1l4.jpg | mgte die daer by zijn voorgekomen
images/1110_NL-HaNA_1.04.02_3591_0410-groot_r1l5.jpg | is de deposhig door ons op dezelve
images/1111_NL-HaNA_1.04.02_3591_0410-groot_r1l6.jpg | als ook omtrend andere saken
images/1112_NL-HaNA_1.04.02_3591_0410-groot_r1l7.jpg | deeze deze Directie rakende genome
images/1113_NL-HaNA_1.04.02_3591_0410-groot_r1l8.jpg | sulle wij deer hebben en deeze te her,,
images/1114_NL-HaNA_1.04.02_3591_0410-groot_r1l9.jpg | handelen schoon ook maer een
images/1115_NL-HaNA_1.04.02_3678_0043-groot_line_1643827151740_67.jpg | 11.
images/1116_NL-HaNA_1.04.02_3678_0043-groot_r1l10.jpg | Comp: door inkoop van Particulieren
images/1117_NL-HaNA_1.04.02_3678_0043-groot_r1l11.jpg | niet kan te gemaet komen, gelyk de
images/1118_NL-HaNA_1.04.02_3678_0043-groot_r1l12.jpg | thans vertrokkene oorlogs scheepen , ende
images/1119_NL-HaNA_1.04.02_3678_0043-groot_r1l13.jpg | Hospitaalen daar van niet voorsien heb,,
images/1120_NL-HaNA_1.04.02_3678_0043-groot_r1l14.jpg | ben kunnen worden , en men om die ree
images/1121_NL-HaNA_1.04.02_3678_0043-groot_r1l15.jpg | den verpligt is , aan de vreemde, den ver
images/1122_NL-HaNA_1.04.02_3678_0043-groot_r1l16.jpg | koop alhier van die goederen te permit,,
images/1123_NL-HaNA_1.04.02_3678_0043-groot_r1l17.jpg | teeren, om de ingezeeetenen, zo veel
images/1124_NL-HaNA_1.04.02_3678_0043-groot_r1l18.jpg | mogelyk occasie te geeven, sig daar
images/1125_NL-HaNA_1.04.02_3678_0043-groot_r1l19.jpg | van te voorsien; zo versoeken wij met
images/1126_NL-HaNA_1.04.02_3678_0043-groot_r1l20.jpg | verbied, dat het uwe wel Ed: Hoog agtb:
images/1127_NL-HaNA_1.04.02_3678_0043-groot_r1l21.jpg | behagen moge , om, indien verder van
images/1128_NL-HaNA_1.04.02_3678_0043-groot_r1l22.jpg | de ingekogte en ingehuurde scheepen
images/1129_NL-HaNA_1.04.02_3678_0043-groot_r1l3.jpg | waar door het gebrek daar aan thans zeer
images/1130_NL-HaNA_1.04.02_3678_0043-groot_r1l4.jpg | groot is, en die artikelen ongemeen hoog in
images/1131_NL-HaNA_1.04.02_3678_0043-groot_r1l5.jpg | prijs gereezen zijn , het geen de ingezeete
images/1132_NL-HaNA_1.04.02_3678_0043-groot_r1l6.jpg | nen op de buiten comptoiren nog meer
images/1133_NL-HaNA_1.04.02_3678_0043-groot_r1l7.jpg | drinkt en aan gebrek exponeert, en wijl
images/1134_NL-HaNA_1.04.02_3678_0043-groot_r1l8.jpg | dit mede van dat gevolg is, dat men
images/1135_NL-HaNA_1.04.02_3678_0043-groot_r1l9.jpg | het gebrek nu en dan daar van bij de
images/1136_NL-HaNA_1.04.02_3679_0157-groot_line_1643827031277_43.jpg | lasten aangedrongen.
images/1137_NL-HaNA_1.04.02_3679_0157-groot_line_1679060320065_639.jpg | _: terwijl wij uwe weled: hoog agtb bij het generaal ver=
images/1138_NL-HaNA_1.04.02_3679_0157-groot_line_1679060320065_640.jpg | _: terwijl wij uwe weled: hoog agtb bij het generaal ver=
images/1139_NL-HaNA_1.04.02_3679_0157-groot_r1l1.jpg | En op de vermindering der
images/1140_NL-HaNA_1.04.02_3679_0157-groot_r2l1.jpg | Uwe Weled: hoog agtb: hier omtrent uit het generaal
images/1141_NL-HaNA_1.04.02_3679_0157-groot_r2l10.jpg | ,,genaame vertoning gemaekt heeft, zo zullen uwe wel
images/1142_NL-HaNA_1.04.02_3679_0157-groot_r2l11.jpg | ed: hoog agtb: uit het generaal verslag van 1783. §37.
images/1143_NL-HaNA_1.04.02_3679_0157-groot_r2l12.jpg | reeds onzwaard hebben, dat dit gouvernement in 178 1/2
images/1144_NL-HaNA_1.04.02_3679_0157-groot_r2l13.jpg | door meerdere lasten, dan voordelen op sog selve nog
images/1145_NL-HaNA_1.04.02_3679_0157-groot_r2l14.jpg | al meerder veragterd is ƒ16674: 12. 8. en in verge=
images/1146_NL-HaNA_1.04.02_3679_0157-groot_r2l15.jpg | ,,lijking tegen het voorafgegaan boekjaar 178 % ƒ25966: 2:
images/1147_NL-HaNA_1.04.02_3679_0157-groot_r2l17.jpg | ,,slag
images/1148_NL-HaNA_1.04.02_3679_0157-groot_r2l2.jpg | verslag van 1784. §15. raden sal blijken, dat wij de
images/1149_NL-HaNA_1.04.02_3679_0157-groot_r2l3.jpg | mallacsere ministers, op hun berigt, dat de aldaar
images/1150_NL-HaNA_1.04.02_3679_0157-groot_r2l4.jpg | ten handel komende Portugezen voor de Bengaalsche
images/1151_NL-HaNA_1.04.02_3679_0157-groot_r2l5.jpg | Chormandelsche en Souratsche lijwaden 43. p,,as=t bo,,
images/1152_NL-HaNA_1.04.02_3679_0157-groot_r2l6.jpg | ,,ven 'S Comp=s gewoone inkoops prijs eijschen, gelast
images/1153_NL-HaNA_1.04.02_3679_0157-groot_r2l7.jpg | hebben, van dien inkoop voor eerst aftezien.
images/1154_NL-HaNA_1.04.02_3679_0157-groot_r2l8.jpg | §84. Daar de staat rekening van dit comp=
images/1155_NL-HaNA_1.04.02_3679_0157-groot_r2l9.jpg | ,,toir aan 't slot van 't boekjaar 178 0/1 eene seer onaan=
images/1156_NL-HaNA_1.04.02_3679_0157-groot_r3l1.jpg | 438
images/1157_NL-HaNA_1.04.02_3767_0615-groot_line_1643816399097_254.jpg | hebben wij bij het Generaal verslag van 1786 §56 ge,,
images/1158_NL-HaNA_1.04.02_3767_0615-groot_line_1643816399097_255.jpg | Inzaam van car,,
images/1159_NL-HaNA_1.04.02_3767_0615-groot_line_1643816480834_269.jpg | §76 Aangaande de cardamom,
images/1160_NL-HaNA_1.04.02_3767_0615-groot_line_1679060346025_650.jpg | ,,wisselen, of door den dood afgaan bij preferentie
images/1161_NL-HaNA_1.04.02_3767_0615-groot_line_1679060346025_651.jpg | ,,wisselen, of door den dood afgaan bij preferentie
images/1162_NL-HaNA_1.04.02_3767_0615-groot_r1l1.jpg | nader te verklaren, dog de dispositie over het tweede
images/1163_NL-HaNA_1.04.02_3767_0615-groot_r1l10.jpg | Bedienden, een meer toereikend middel van be,,
images/1164_NL-HaNA_1.04.02_3767_0615-groot_r1l11.jpg | staan te bezorgen, met verzoek, dat als de door hen
images/1165_NL-HaNA_1.04.02_3767_0615-groot_r1l12.jpg | bij vroegere brieven gedaane voorstellen niet kon,,
images/1166_NL-HaNA_1.04.02_3767_0615-groot_r1l13.jpg | ,,den ingewilligd worden, door ons mogt worden toe,,
images/1167_NL-HaNA_1.04.02_3767_0615-groot_r1l14.jpg | ,,gestaan dat de verzogte douceurs uit de eerste
images/1168_NL-HaNA_1.04.02_3767_0615-groot_r1l15.jpg | inkomsten van deze nieuwe Arreeks tuinen
images/1169_NL-HaNA_1.04.02_3767_0615-groot_r1l16.jpg | mogten worden betaald aan de Bedienden, die
images/1170_NL-HaNA_1.04.02_3767_0615-groot_r1l17.jpg | ampte
images/1171_NL-HaNA_1.04.02_3767_0615-groot_r1l18.jpg | in deze omtrend zouden zijn gesteld geweest elk
images/1172_NL-HaNA_1.04.02_3767_0615-groot_r1l19.jpg | prorato van hun tijd, na dat het eerste voorste daar
images/1173_NL-HaNA_1.04.02_3767_0615-groot_r1l2.jpg | lid aan uweled: Hoog Agtbr: hadden gelaaten; Zee,,
images/1174_NL-HaNA_1.04.02_3767_0615-groot_r1l20.jpg | toe aan ons is gedaan, en dat ze dit zoude genie,,
images/1175_NL-HaNA_1.04.02_3767_0615-groot_r1l21.jpg | ,,ten, schoon in tusschen van amten mogten ver,,
images/1176_NL-HaNA_1.04.02_3767_0615-groot_r1l23.jpg | van
images/1177_NL-HaNA_1.04.02_3767_0615-groot_r1l3.jpg | ,,dert hebben de henesters bij brief van 27. Novem,,
images/1178_NL-HaNA_1.04.02_3767_0615-groot_r1l4.jpg | ,,ber 1786 bij ons nader in consideraatie gebragt,
images/1179_NL-HaNA_1.04.02_3767_0615-groot_r1l5.jpg | dat het aenleggen
images/1180_NL-HaNA_1.04.02_3767_0615-groot_r1l6.jpg | van nieuwe Arreeks tuinen in de gale Corle, en
images/1181_NL-HaNA_1.04.02_3767_0615-groot_r1l7.jpg | hatureesche Dessaronij, onder anderen was ge,,
images/1182_NL-HaNA_1.04.02_3767_0615-groot_r1l8.jpg | schied met het oogmerk, om uit de voordeelen die
images/1183_NL-HaNA_1.04.02_3767_0615-groot_r1l9.jpg | daar van waaren te verwagten aan de gemelde en
images/1184_NL-HaNA_1.04.02_3767_0615-groot_r2l1.jpg | van degeene die na deezen in die amten zouden worden
images/1185_NL-HaNA_1.04.02_3767_0615-groot_r2l10.jpg | Arreeksbomen te gale en nature was bevonden
images/1186_NL-HaNA_1.04.02_3767_0615-groot_r2l11.jpg | en zulks geen gunstig voor uijtzigt ten opzigte der ge,,
images/1187_NL-HaNA_1.04.02_3767_0615-groot_r2l12.jpg | calculeerde groote voordeelen gaf, waarom wij niet hebben
images/1188_NL-HaNA_1.04.02_3767_0615-groot_r2l13.jpg | konnen goedvinden , zo verre vooruitteloopen met het
images/1189_NL-HaNA_1.04.02_3767_0615-groot_r2l14.jpg | neemen van een besluit omde gemelde Bedienden na
images/1190_NL-HaNA_1.04.02_3767_0615-groot_r2l15.jpg | reeds ingedagte nog te verwagtene voordeelen, portie te
images/1191_NL-HaNA_1.04.02_3767_0615-groot_r2l16.jpg | geeren
images/1192_NL-HaNA_1.04.02_3767_0615-groot_r2l2.jpg | gesteld, mits het blijke dat elk hunner zijne de voiren
images/1193_NL-HaNA_1.04.02_3767_0615-groot_r2l20.jpg | ,,damom
images/1194_NL-HaNA_1.04.02_3767_0615-groot_r2l21.jpg | ,,noteerd dat wij teegens de bijzondere geringheid van dies
images/1195_NL-HaNA_1.04.02_3767_0615-groot_r2l22.jpg | inzaam
images/1196_NL-HaNA_1.04.02_3767_0615-groot_r2l3.jpg | behoorlijk heeft aangewend, tot het onderhouden en ver,,
images/1197_NL-HaNA_1.04.02_3767_0615-groot_r2l4.jpg | ,,beteren van de voorsch: nieuwe Arreeks tuinen. Wij
images/1198_NL-HaNA_1.04.02_3767_0615-groot_r2l5.jpg | hebben hen daar om nader toegezegd, dat wij de gemelde
images/1199_NL-HaNA_1.04.02_3767_0615-groot_r2l6.jpg | Bedienden wanneer de te verwagtene vrugten zullen
images/1200_NL-HaNA_1.04.02_3767_0615-groot_r2l7.jpg | verschuinen, daar in zouden laten participeeren dog ook
images/1201_NL-HaNA_1.04.02_3767_0615-groot_r2l8.jpg | gepersisteerd bij de voorige dispositie, te meer bij den
images/1202_NL-HaNA_1.04.02_3767_0615-groot_r2l9.jpg | jongsten op neem een considerable minderheid van
images/1203_NL-HaNA_1.04.02_3767_0615-groot_r3l1.jpg | 921
images/1204_NL-HaNA_1.04.02_3970_0021-groot_line_1643789579851_31.jpg | Amboina
images/1205_NL-HaNA_1.04.02_3970_0021-groot_line_1643789579861_32.jpg | voorjaarse adviesen van den 6 julij ll:
images/1206_NL-HaNA_1.04.02_3970_0021-groot_line_1643789579862_33.jpg | om aldaer de
images/1207_NL-HaNA_1.04.02_3970_0021-groot_line_1643789579867_35.jpg | reeden van het
images/1208_NL-HaNA_1.04.02_3970_0021-groot_line_1643789579873_37.jpg | niet volleedig
images/1209_NL-HaNA_1.04.02_3970_0021-groot_line_1643789579878_39.jpg | gesteld antwoord
images/1210_NL-HaNA_1.04.02_3970_0021-groot_line_1643789579884_41.jpg | op het pat: ex
images/1211_NL-HaNA_1.04.02_3970_0021-groot_line_1643789579888_42.jpg | extract uijt de missive van den weledele
images/1212_NL-HaNA_1.04.02_3970_0021-groot_r1l10.jpg | volgens Uw eld: Hoog Achtbaare genere
images/1213_NL-HaNA_1.04.02_3970_0021-groot_r1l11.jpg | reerde letteren van den 7. December 1791.
images/1214_NL-HaNA_1.04.02_3970_0021-groot_r1l12.jpg | is opgedragen
images/1215_NL-HaNA_1.04.02_3970_0021-groot_r1l14.jpg | 95 op het voor de ministers bij hunne
images/1216_NL-HaNA_1.04.02_3970_0021-groot_r1l17.jpg | genoteerde, dat zij, door het niet ontfangen
images/1217_NL-HaNA_1.04.02_3970_0021-groot_r1l2.jpg | weegens de in 1789 volbragte reineegig
images/1218_NL-HaNA_1.04.02_3970_0021-groot_r1l20.jpg | der voorn: rescriptie, in ketuchting wa
